correo,empresa,sector,prioridad,estado,fecha_envio,notas
opencard@opencard.com,OPENCARD S.A.,Empresa privada (DIAN),3,,,
llantabajaeds@gmail.com,ESTACION DE SERVICIO LLANTA BAJA,Empresa privada (DIAN),3,,,
construcciones.sacristan@hotmail.com,CONSTRUCCIONES SACRISTAN OSEJO & CIA. S EN C,Empresa privada (DIAN),3,,,
contadorpc@percos.com,PERCOS S.A.,Empresa privada (DIAN),3,,,
yessica.rodriguez@epson.com.co,EPSON COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
juliana.caro@axity.com,AXITY COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
gerencia@solucionesinmediatas.com.co,SOLUCIONES INMEDIATAS S.A.,Empresa privada (DIAN),3,,,
invar_07@yahoo.com,INVERSIONES ARIAS RINCON Y COMPAÑIA S EN CS,Empresa privada (DIAN),3,,,
conur.sas@gmail.com,CONUR S.A.S.,Empresa privada (DIAN),3,,,
contabiliad@biotronitech.com.co,BIOTRONITECH COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
prillantasltda@yahoo.es,PRILLANTAS LIMITADA.,Empresa privada (DIAN),3,,,
servicioalcliente@geosquimica.com.co,GEOS QUIMICA S.A.S.,Empresa privada (DIAN),3,,,
finanzas@jardineros.com.co,JARDINEROS LIMITADA.,Empresa privada (DIAN),3,,,
sperezcabrera@gmail.com,CORPORACION DE INVERSIONES LTDA.,Empresa privada (DIAN),3,,,
notificaciones@proalpet.com,PROALPET S.A.S,Empresa privada (DIAN),3,,,
n.matiz@estibol.com,ESTIBOL S.A.S.,Empresa privada (DIAN),3,,,
hachazo00@hotmail.com,ALMACEN EL HACHAZO S.A.,Empresa privada (DIAN),3,,,
jnuribe@yahoo.com,MARGOT URIBE DE SAMPER Y COMPAÑIA S EN C,Empresa privada (DIAN),3,,,
pebekasas@gmail.com,PEBEKA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@obreval.com,CONSTRUCTORA OBREVAL S.A.,Empresa privada (DIAN),3,,,
contador@alalco.com.co,ALALCO SOCIEDAD S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@plastivalle.com,PLASTIVALLE S.A.S.,Empresa privada (DIAN),3,,,
gerencia@drogueriasrosas.com,ROSAS S.A.S.,Empresa privada (DIAN),3,,,
pfajardocia@hotmail.com,PARDO FAJARDO Y COMPAÑIA S EN C,Empresa privada (DIAN),3,,,
contador@alvelez.com.co,ALVARO VELEZ Y COMPAÑIA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@almarchivos.com,ALMARCHIVOS S.A.,Empresa privada (DIAN),3,,,
hmg@hermagu.com.co,HERMAGU S.A.,Empresa privada (DIAN),3,,,
daponte@tdasupplyservice.com,TDA SUPPLY & SERVICE S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
notificacionesjudiciales@incomercio.com.co,INVERSIONES DE FOMENTO COMERCIAL INCOMERCIO S.A.S.,Empresa privada (DIAN),3,,,
fcardenas@inversiojneshybiscus.com,JOMAVER S.A.S,Empresa privada (DIAN),3,,,
cesararias@comestiblesalfa.com,COMESTIBLES ALFA LIMITADA.,Empresa privada (DIAN),3,,,
acefersup@yahoo.com,ACEFER Y COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@colrodajes.com,COLRODAJES Y MOTORES LIMITADA.,Empresa privada (DIAN),3,,,
gmunar@series.co,SERIES LIMITADA.,Empresa privada (DIAN),3,,,
info@inprosepinal.com,INDUSTRIA PROCESADORA DE SEBOS Y PIELES NACIONALES S.A.S.,Empresa privada (DIAN),3,,,
yamato_gerencia@outlook.com,YAMATO COLOMBIA COMPAÑIA LIMITADA.,Empresa privada (DIAN),3,,,
triplexdecolombia@hotmail.com,TRIPLEX DE COLOMBIA LIMITADA. TRICOL LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@ciemco.com,MINAS DE CANOAS  LIMITADA MINCAL LIMITADA.,Empresa privada (DIAN),3,,,
notificaciones@colwagen.com.co,COLWAGEN S.A.S.,Empresa privada (DIAN),3,,,
andvil@directvla.com.co,DIRECTV COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
impuestos@roldanlogistica.com,AGENCIA DE ADUANAS ROLDAN S.A.S. NIVEL 1,Empresa privada (DIAN),3,,,
agenciadeaduanas@aviaturcarga.com.co,AGENCIA DE ADUANAS AVIATUR S.A. NIVEL 1,Empresa privada (DIAN),3,,,
proand@proand.com.co,PROAND Y COMPAÑIA LTDA.,Empresa privada (DIAN),3,,,
adriana.madrid@empresas-polar.com,ALIMENTOS POLAR COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
yuri.vargas@pearson.com,PEARSON EDUCACION DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
acontabilidad@kiamotors.com.co,UNIKIA S.A.,Empresa privada (DIAN),3,,,
jospina@kiamotors.com.co,KIAPLAZA S.A.,Empresa privada (DIAN),3,,,
mposada@pgpabogados.co,INVERSIONES POGAR Y CIA. S.A,Empresa privada (DIAN),3,,,
gcg-legal_colombia@whirlpool.com,WHIRLPOOL COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
lilia.salamanca@sumitomocorp.com,SUMITOMO CORPORATION ANDES S.A.S,Empresa privada (DIAN),3,,,
lcarrillo@mps.com.co,MPS MAYORISTA DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
notificaciones.legales@lariviera.com.co,LA RIVIERA S.A.S.,Empresa privada (DIAN),3,,,
metacol@metacol.com,METALURGICA CONSTRUCEL COLOMBIA S.A. METACOL,Empresa privada (DIAN),3,,,
indinca@dupree.com.co,INDUSTRIAS INCA S.A.S.,Empresa privada (DIAN),3,,,
jgmoggio@gmail.com,MOGGIO S.A,Empresa privada (DIAN),3,,,
coftidecolombia@gmail.com,COFTI DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
paola.caballero@la.spectrumbrands.com,SPECTRUM BRANDS CORP S.A.S.,Empresa privada (DIAN),3,,,
tecnofarmalegal@tecnofarma.com.co,TECNOFARMA COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
puntocomasesores@hotmail.com,HUMANOS ASESORIA EN SERVICIOS OCASIONALES,Empresa privada (DIAN),3,,,
gerencia@mercadozapatoca.com,MERCADO ZAPATOCA S.A.,Empresa privada (DIAN),3,,,
contabilidad@euroetika.com,EUROETIKA LIMITADA.,Empresa privada (DIAN),3,,,
sandra.rios@nases.com.co,NASES SERVICIOS PROFESIONALES S.A.S.,Empresa privada (DIAN),3,,,
pjjohanna@outlook.com,PRODUCTOS PARA CUERO PROCUR S.A.,Empresa privada (DIAN),3,,,
infraestructuras@acciona.com.co,ACCIONA INFRAESTRUCTURAS S.A. SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
ramal0617@hotmail.com,RAMAL S.A.,Empresa privada (DIAN),3,,,
contabilidad@donaleche.com,DONA LECHE ALIMENTOS S.A.,Empresa privada (DIAN),3,,,
contabilidad@almagricola.com,ALMAGRICOLA S.A.,Empresa privada (DIAN),3,,,
vitraltextil@vitraltextil.com,VITRAL TEXTIL S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@indupan.com,HARINERA INDUPAN S.A.S.,Empresa privada (DIAN),3,,,
auditoria@modanova.com.co,MODANOVA S.A.S,Empresa privada (DIAN),3,,,
subgerencia@materialeseloriente.com,MATERIALES EL ORIENTE S.A.S.,Empresa privada (DIAN),3,,,
contacto@tigresfutbolclub.com,TIGRES FUTBOL CLUB S.A.,Empresa privada (DIAN),3,,,
ensenanza@cusego.co,PROMOTORA LA ENSEÑANZA S.A.,Empresa privada (DIAN),3,,,
alex.jimenez@herraseg.com,"HERRAMIENTAS Y SEGURIDAD S.A., EN REORGANIZACION",Empresa privada (DIAN),3,,,
idemarti@cisco.com,CISCO SYSTEMS COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
jsanchez@efectimedios.com,EFECTIMEDIOS S.A.,Empresa privada (DIAN),3,,,
mzamudio@petreven.com,PETREVEN SERVICIOS Y PERFORACIONES PETROLERAS C.A.,Empresa privada (DIAN),3,,,
bfsbog@boeing.com,BOEING INTERNATIONAL CORPORATION,Empresa privada (DIAN),3,,,
easestaciones@gmail.com,EMPRESA ADMINISTRADORA DE SERVICIOS S. A.,Empresa privada (DIAN),3,,,
dircontabilidadope@linalca.com,LINALCA INFORMATICA S.A.,Empresa privada (DIAN),3,,,
contabilidad@equidadclubdeportivo.coop,CLUB DEPORTIVO LA EQUIDAD SEGUROS S.A.,Empresa privada (DIAN),3,,,
colfinacc@maersk.com,MAERSK COLOMBIA S.A.,Empresa privada (DIAN),3,,,
wilson.carrillo@dsm.com,DSM NUTRITIONAL PRODUCTS COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@acebri.com,CLEAN AND LIFE S.A. DE COLOMBIA,Empresa privada (DIAN),3,,,
contabilidad@harineralostigres.com,INDUSTRIA HARINERA LOS TIGRES S.A.,Empresa privada (DIAN),3,,,
hmurillo@rawmco.com.co,RAWMCO S.A.S.,Empresa privada (DIAN),3,,,
garrimtr@telecom.com.co,GARRIMOTOR LIMITADA.,Empresa privada (DIAN),3,,,
diaz.victor@industriaslacoruna.com,INDUSTRIAS LA CORUÑA S.A.S,Empresa privada (DIAN),3,,,
aparada@franigfilters.com,COMERCIALIZADORA FRANIG S.A.S.,Empresa privada (DIAN),3,,,
oblanco@centraldecombustibles.com,C.I. CENTRAL DE COMBUSTIBLES Y LUBRICANTES S.A.S.,Empresa privada (DIAN),3,,,
servicioalcliente@indulatex.com.co,INDULATEX S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
contador@pta.com.co,PTA S.A.S,Empresa privada (DIAN),3,,,
surtirmayorista@outlook.com,SURTIR MAYORISTA S.A,Empresa privada (DIAN),3,,,
correo@inbisonte.com,INDUSTRIAS BISONTE S.A.,Empresa privada (DIAN),3,,,
oparada@dieselectros.com,DIESELES Y ELECTROGENOS S.A.S.,Empresa privada (DIAN),3,,,
msoto@zuluagaysoto.com,ZULUAGA & SOTO S.A.S.,Empresa privada (DIAN),3,,,
tortiz@alimentosalconsumidor.com,IRCC S.A.S INDUSTRIA DE RESTAURANTES CASUALES S.A.S,Empresa privada (DIAN),3,,,
proasepsis@proasepsis.com,ASEPSIS PRODUCTS DE COLOMBIA S.A. S. PROASEPSIS S.A.S,Empresa privada (DIAN),3,,,
comerfrutcontable@outlook.com,COMERFRUT LIMITADA.,Empresa privada (DIAN),3,,,
estado@francisco.com,FRANCISCO A. ROCHA ALVARADO S.A.S.,Empresa privada (DIAN),3,,,
gerencia.indagro@hotmail.com,INDAGRO S.A.,Empresa privada (DIAN),3,,,
administracion@supernumerarios.com,SUPERNUMERARIOS S.A.S.,Empresa privada (DIAN),3,,,
administracion@almapal.com.co,ALMAPAL COLOMBIA,Empresa privada (DIAN),3,,,
contabilidad@santaana.com.co,HACIENDA SANTA ANA S.A.S.,Empresa privada (DIAN),3,,,
miradorsas@gmail.com,HACIENDA MIRADOR S.A.S.,Empresa privada (DIAN),3,,,
marco.chaves@ge.com,ALSTOM ENERGIAS RENOVAVEIS LIMITADA. SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
correo@drummondltd.com,DRUMMOND COAL MINING LLC,Empresa privada (DIAN),3,,,
servicioalcliente@segurosalfa.com.co,NEGOCIOS Y BIENES S.A.S.,Empresa privada (DIAN),3,,,
felipearq.contable@gmail.com,JP&P Y HOLDING DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
luzf.castillo@ght.corp.com,FLORES LAS ACACIAS S.A.S.,Empresa privada (DIAN),3,,,
molinossanluis@yahoo.com,MOLINOS SAN LUIS S.A.,Empresa privada (DIAN),3,,,
contabilidad@arrecife.com.co,CONSTRUCCIONES ARRECIFE S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@gilpaimpresores.com,GILPA IMPRESORES S.A.,Empresa privada (DIAN),3,,,
info@ctu.com.co,COMPAÑIA DE TRABAJOS URBANOS S.A.,Empresa privada (DIAN),3,,,
gestionadministrativa@forjar.co,FORJAR INVERSIONES S.A.,Empresa privada (DIAN),3,,,
umsacontabilidad@gmail.com,ULLOA MARTINEZ S.A.,Empresa privada (DIAN),3,,,
ricardo.daza@bt.com,BT COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
info@marmolesvenezianos.com,MINERA DE LOS SANTOS S.A.,Empresa privada (DIAN),3,,,
contador_axa@axa.com.co,DISTRIBUCIONES AXA S.A.S.,Empresa privada (DIAN),3,,,
ludy.rodriguez@bimedco.com,GENERAL MEDICA DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
contabilidad@delllano.com,DEL LLANO S.A.,Empresa privada (DIAN),3,,,
icein@icein.com.co,ICEIN INGENIEROS CONSTRUCTORES S.A.S.,Empresa privada (DIAN),3,,,
edgar.medina@oceano.com.co,EDITORIAL OCEANO DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
jgomez@stepan.com,STEPAN COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
info.co@sylvania-lighting.com,FEILO SYLVANIA COLOMBIA S.A.,Empresa privada (DIAN),3,,,
correo@tecnintegral.com,TECNINTEGRAL S.A. S.,Empresa privada (DIAN),3,,,
contabilidad@litorpint.com.co,LITO PRINT S.A.,Empresa privada (DIAN),3,,,
derly.vargas@dentsplysirona.com,DENTSPLY FINANCE CO,Empresa privada (DIAN),3,,,
ffranco@colorcon.com,COLORCON SUCURSAL DE COLOMBIA,Empresa privada (DIAN),3,,,
gloria.canon@psc-colombia.com,ESTUDIOS DE INGENIERIA Y CONSTRUCCIONES ESINCO SPA SUCURSAL EXTRANJERA EN COLOMB,Empresa privada (DIAN),3,,,
gbermudez@sistran.com.co,SISTRAN COLOMBIA S.A.,Empresa privada (DIAN),3,,,
claudio.zabaleta@lexmark.com,LEXMARK INTERNATIONAL TRADING CORPORATION SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
m.hurtado@organizaciondann.com,SPINSTAR HOLDINGS LTD,Empresa privada (DIAN),3,,,
edcmail@etek.com,ETEK INTERNATIONAL CORPORATION SUCURSAL COLOMBIA,Empresa privada (DIAN),3,,,
sambog@cable.net.co,SAMSUNG AMERICA INC (BOGOTA ),Empresa privada (DIAN),3,,,
brandonfokken@hotmail.com,AQUILON INC,Empresa privada (DIAN),3,,,
j.prieto@iecologicas.co,INVERSIONES ECOLOGICAS S.A.S.,Empresa privada (DIAN),3,,,
j_bautista@obresca.com,OBRAS ESPECIALES OBRESCA CA,Empresa privada (DIAN),3,,,
contable@lemco.co,LEMCO S.A.S.,Empresa privada (DIAN),3,,,
director.financiero@acepalma.com,CI ACEPALMA S.A.,Empresa privada (DIAN),3,,,
mlmauriciolopez@hotmail.com,LABORATORIOS VM S.A.S.,Empresa privada (DIAN),3,,,
direcciongeneral@apotema.com.co,PROMOTORA APOTEMA S.A.S.,Empresa privada (DIAN),3,,,
monteczsa@montecz.com,MONTECZ S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@autosanjorge.com,AUTOMOTORES SAN JORGE S.A.,Empresa privada (DIAN),3,,,
aleida.cortes@autonal.com,AUTOMOTRICES E INVERSIONES S.A.S.,Empresa privada (DIAN),3,,,
alpesautomotriz@hotmail.com,ALPES INMOBILIA S.A.S.,Empresa privada (DIAN),3,,,
invercolsa@invercolsa.com.co,INVERSIONES DE GASES DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
ansanchez@semana.com,PUBLICACIONES SEMANA S.A.,Empresa privada (DIAN),3,,,
impuestos.info@pegatex-artecola.com,PEGATEX ARTECOLA S.A.S.,Empresa privada (DIAN),3,,,
contadorserviteca@gmail.com,SERVITECA CHIA LIMITADA.,Empresa privada (DIAN),3,,,
carolina.hurtado2@kornferry.com,KORN FERRY INTERNATIONAL COLOMBIA,Empresa privada (DIAN),3,,,
contador@imcolmedica.com.co,IMCOLMEDICA S.A.,Empresa privada (DIAN),3,,,
contabilidad@industriascruz.com.co,INDUSTRIAS CRUZ HERMANOS S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
remy.lewandowski@elis.com,SERVICIOS INDUSTRIALES DE LAVADO SIL S.A.S.,Empresa privada (DIAN),3,,,
asoto@procibernetica.com,CIBERCOM SOLUCIONES DE INFORMATICA S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@rcnradio.com,EMPRESA COLOMBIANA DE RADIO S.A.S.,Empresa privada (DIAN),3,,,
cmartinez@cobra.com.co,COMERCIAL Y SERVICIOS LARCO S.A.S.,Empresa privada (DIAN),3,,,
contadora1@cedrela.com.co,VACAPUA S.A.S.,Empresa privada (DIAN),3,,,
fbm@betancourt-montoya.com,BETANCOURT MONTOYA ASOCIADOS SOCIEDAD LIMITADA,Empresa privada (DIAN),3,,,
avisos.judiciales@electrolux.com,ELECTROLUX S.A.,Empresa privada (DIAN),3,,,
felix.zambrano@hupecol.com.co,CIMARRONA LIMITED LIABILITY COMPANY,Empresa privada (DIAN),3,,,
impuestos@gyj.com.co,GYJ FERRETERIAS S.A.,Empresa privada (DIAN),3,,,
gyjtesoreria@gyj.com.co,GYJ RAMIREZ S.A.,Empresa privada (DIAN),3,,,
legales.co@dhl.com,DHL GLOBAL FORWARDING (COLOMBIA) S.A.S,Empresa privada (DIAN),3,,,
admon@aceroscortados.com,ACEROS CORTADOS S.A.S.,Empresa privada (DIAN),3,,,
jcontable@hotelesdelaville.com.co,HOTEL DE LA VILLE S.A.,Empresa privada (DIAN),3,,,
tesoreria@proyectosyurbanizaciones.com,INVERSIONES PROSPERIDAD S.A. EN ACUERDO DE REESTRUCTURACION,Empresa privada (DIAN),3,,,
avayebad@hotmail.com,AVA Y COMPAÑIA S.C.A.,Empresa privada (DIAN),3,,,
juan.david@penguinrandomhouse.com,DISTRIBUIDORA PENGUIN RANDOM HOUSE S.A.S.,Empresa privada (DIAN),3,,,
jorgearquitectos7@gmail.com,JORGE USCATEGUI Y ASOCIADOS LTDA.,Empresa privada (DIAN),3,,,
apardo@vicpar.com,VICPAR S.A,Empresa privada (DIAN),3,,,
pixbaesa@hotmail.com,PIXBAE S.A.,Empresa privada (DIAN),3,,,
contabilidad@imapar.com.co,INDUSTRIA MANUFACTURERA DE PARTES LIMITADA.,Empresa privada (DIAN),3,,,
contabilidad@mineralesexclusivos.com,MINERALES EXCLUSIVOS S.A.,Empresa privada (DIAN),3,,,
jmartin@promotoralab.com,CONSTRUCCIONES KAB S.A.,Empresa privada (DIAN),3,,,
mauricio.mateus@alfa.com.co,FLOR GRES S.A. EN ACUERDO DE REESTRUCTURACION,Empresa privada (DIAN),3,,,
invalca@cable.net.co,INVERSIONES INMOBILIARIAS LANDCO S.A.,Empresa privada (DIAN),3,,,
contabilidad@cosmotextilsas.com,COSMOTEXTIL S.A.S.,Empresa privada (DIAN),3,,,
universal.flowers@hotmail.com,FDS GONZALEZ Y COMPAÑIA SCS,Empresa privada (DIAN),3,,,
info@grexco.com.co,GREXCO PROGRAMADORES S.A.S. EN ACUERDO DE REESTRUCTURACION,Empresa privada (DIAN),3,,,
contabilidad@casyber.com,CASYBER LIMITADA.,Empresa privada (DIAN),3,,,
rodrigo.fajardo@proyectamosyedificamos.com,PROYECTAMOS Y EDIFICAMOS S.A.S.,Empresa privada (DIAN),3,,,
gerencia@ssa.com.co,S S.A. PUBLICIDAD Y MERCADEO S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
rurbina@intraplas.com,INGENIERIA DE TRANSFORMACION DE PLASTICOS S.A.S.,Empresa privada (DIAN),3,,,
notificaciones@primatela.com,PRIMATELA S.A.S.,Empresa privada (DIAN),3,,,
nicolas.osa@mattel.com,MATTEL COLOMBIA S.A,Empresa privada (DIAN),3,,,
contador@albateq.com,ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.,Empresa privada (DIAN),3,,,
asotelofajardo@avaya.com,AVAYA COMMUNICATION DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
ciacaballerogaitan@gmail.com,CABALLERO GAITAN Y COMPAÑIA  S.A.S.,Empresa privada (DIAN),3,,,
carlos.pacheco@mercantilcolpatria.com,CREM LIMITADA.,Empresa privada (DIAN),3,,,
contactenos@sociedadfondoinmobiliario.com,SOCIEDAD FONDO INMOBILIARIO S.A,Empresa privada (DIAN),3,,,
a.sanchez@larueda.com.co,LA RUEDA S.A.S,Empresa privada (DIAN),3,,,
coinversal@gmail.com,CORDEPA LIMITADA.,Empresa privada (DIAN),3,,,
jjaimes@invermec.com,C.I. INVERMEC S.A.,Empresa privada (DIAN),3,,,
agroindustrialsabana@hotmail.com,AGROINDUSTRIAL DE LA SABANA S.A.,Empresa privada (DIAN),3,,,
contable1@fepco.com.co,INVERLAND S.A.S.,Empresa privada (DIAN),3,,,
automovles@parraarango.com.co,PARRA ARANGO Y COMPAÑIA S.A.,Empresa privada (DIAN),3,,,
gerencia@laboratoriossmart.com,LABORATORIOS SMART S.A.S.,Empresa privada (DIAN),3,,,
margarita.guerra@umusic.com,UNIVERSAL MUSIC COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
contabilidadwt@financepluslatam.com,J WALTER THOMPSON COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
pauloroberto.rogerio@clariant.com,CLARIANT (COLOMBIA) S.A.,Empresa privada (DIAN),3,,,
kavila@alura-ahn.com,ALURA ANIMAL HEALTH AND NUTRITION S.A.S.,Empresa privada (DIAN),3,,,
ofbogota@palmares.com.co,EXTRACTORA DEL SUR DEL CASANARE  S.A.S.,Empresa privada (DIAN),3,,,
jrgomezg@heon.com.co,HEON HEALTH ON LINE S.A.,Empresa privada (DIAN),3,,,
contador@jaboneseltigre.com.co,JABONES EL TIGRE Y ROCA S.A.,Empresa privada (DIAN),3,,,
jdaza@oadmin.com,OPCIONES ADMINISTRATIVAS S.A.S,Empresa privada (DIAN),3,,,
syntofarma@syntofarma.com,SYNTOFARMA S.A.,Empresa privada (DIAN),3,,,
ccontactenos@americasbps.com,AMERICAS BUSINESS PROCESS SERVICES S.A.,Empresa privada (DIAN),3,,,
floreseltandil@eltandil.com,FLORES EL TANDIL S.A.S.,Empresa privada (DIAN),3,,,
sducon@gramar.com,GRANITOS Y MARMOLES S.A.,Empresa privada (DIAN),3,,,
jose.d.diaz@unilever.com,UNILEVER ANDINA COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
gsancheze@elementia.com,ETERNIT COLOMBIANA S.A.,Empresa privada (DIAN),3,,,
notificaciones.judiciales@michelin.com,INDUSTRIA COLOMBIANA DE LLANTAS S.A.,Empresa privada (DIAN),3,,,
ccnotificaciones@corona.com.co,COMPAÑIA COLOMBIANA DE CERAMICA S.A.S,Empresa privada (DIAN),3,,,
jorge.arenas@linde.com,LIQUIDO CARBONICO COLOMBIANA S.A.,Empresa privada (DIAN),3,,,
pepsicola.colombia@pepsico.com,PEPSI COLA COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
alba.figueroa@co.unisys.com,UNISYS DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
c.montanez@fuenttes.com,FUENTTES S.A. S.,Empresa privada (DIAN),3,,,
dircontable@indureal.com,INDUSTRIAS REAL S.A EN LIQUIDACION,Empresa privada (DIAN),3,,,
martha.herrera@faber-castell.com.co,A.W. FABER-CASTELL COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
info@conequipos.com,INGENIERIA CONSTRUCCIONES Y EQUIPOS CONEQUIPOS ING S.A.S.,Empresa privada (DIAN),3,,,
investavf@gmail.com,PINAGRO SCA,Empresa privada (DIAN),3,,,
cimex@cimexsa.com,COMPAÑIA IMPORTADORA Y EXPORTADORA S.A. CIMEX,Empresa privada (DIAN),3,,,
inversionesvigoval@gmail.com,INVERSIONES VIGOVAL LIMITADA,Empresa privada (DIAN),3,,,
fincorp@servintec.com.co,SERVICIOS INDUSTRIALES TECNICOS S.A.,Empresa privada (DIAN),3,,,
contabilidad@ortizo.com.co,ORTIZO S.A,Empresa privada (DIAN),3,,,
administracion@imremo.com.co,IMPORTACIONES Y REPRESENTACIONES MORENO S.A.,Empresa privada (DIAN),3,,,
gerencia@invparalelo.com,INVERSIONES PARALELO S.A.S.,Empresa privada (DIAN),3,,,
contabilidad@carneslossauces.com,CARNES LOS SAUCES S.A.,Empresa privada (DIAN),3,,,
elpalmar@palmar.com.co,EL PALMAR DEL LLANO S.A,Empresa privada (DIAN),3,,,
reinaldo.matta@envases.co,TAPON CORONA DE COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
ramoteescucha@ramo.com.co,PRODUCTOS RAMO S.A.S.,Empresa privada (DIAN),3,,,
correspondenciasnch.domesa@serviciosnutresa.com,PRODUCTOS ALIMENTICIOS DORIA S.A.S.,Empresa privada (DIAN),3,,,
oilseals@vdc.com.co,MANUFACTURAS VICTOR GASKETS DE COLOMBIA S.A.,Empresa privada (DIAN),3,,,
colmaquinas@colmaquinas.com,COLMAQUINAS S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
notificacioneslegales@bayer.com,BAYER S.A.,Empresa privada (DIAN),3,,,
contabilidad@pantecnica.com.co,PANTECNICA S.A.,Empresa privada (DIAN),3,,,
alejandro.valcarcel@publicisresources.com,MMS COMUNICACIONES COLOMBIA S.A.S,Empresa privada (DIAN),3,,,
diego.rivera@bd.com,BECTON DICKINSON DE COLOMBIA LIMITADA.,Empresa privada (DIAN),3,,,
gerencia@motorysa.com,MOTORES Y MAQUINAS S.A. BIC,Empresa privada (DIAN),3,,,
contabilidad@edospina.com.co,EDOSPINA S.A.S EN REORGANIZACION,Empresa privada (DIAN),3,,,
santafe@santafe.com.co,LADRILLERA SANTAFE S.A.,Empresa privada (DIAN),3,,,
betty.suarez@merckgroup.com,MERCK S.A.,Empresa privada (DIAN),3,,,
corporatelegal-colombia@sita.aero,SOCIEDAD INTERNACIONAL DE TELECOMUNICACIONES AERONAUTICAS,Empresa privada (DIAN),3,,,
cauralta@hotmail.com,AGRICOLA FORESTAL Y DE INVERSIONES LA COLINA LIMITADA,Empresa privada (DIAN),3,,,
tecnialambre@teknum.net,TECNIALAMBRE S.A.,Empresa privada (DIAN),3,,,
ggeneral@barragan.com.co,HIJOS DE PATROCINIO BARRAGAN LIMITADA,Empresa privada (DIAN),3,,,
facturacionvuelven@civuelven.com,VUELVEN S.A.S.,Empresa privada (DIAN),3,,,
contabilidad.inactivas@hotmail.com,FIRAGRO S.A.S,Empresa privada (DIAN),3,,,
gerencia1@ladrilleradelmetasa.com,LADRILLERA DEL META S.A. EN REORGANIZACION,Empresa privada (DIAN),3,,,
contabilidad@hdsas.com,INDUSTRIAS HD S.A.S.,Empresa privada (DIAN),3,,,
codelamina.contabilidad@gmail.com,CODELAMINA LIMITADA.,Empresa privada (DIAN),3,,,
agrovicmart@gmail.com,AGROVICMART S.A.S. EN REORGANIZACION,Empresa privada (DIAN),3,,,
jbeltran@audit.com.co,MABER S.C.A,Empresa privada (DIAN),3,,,
inversionesmarquez@hotmail.com,INVERSIONES MARQUEZ S.A.S,Empresa privada (DIAN),3,,,
morgan@productosmorgan.com.co,PRODUCTOS MORGAN S.A.S.,Empresa privada (DIAN),3,,,
contabil@megalabs.com.co,MEGALABS COLOMBIA S.A.S.,Empresa privada (DIAN),3,,,
fffarmltda@hotmail.com,HORTI ORGANIC S.A. COMERCIALIZADORA INTERNACIONAL,Empresa privada (DIAN),3,,,
contabilidadsantasofia@gmail.com,CONSTRUCCIONES SANTA SOFIA S.A,Empresa privada (DIAN),3,,,
confeccionesamapola@gmail.com,CONFECCIONES AMAPOLA S.A.S EN REORGANIZACION,Empresa privada (DIAN),3,,,
german.gonzalez@krones.com.co,KRONES ANDINA S.A.S.,Empresa privada (DIAN),3,,,
